Unnamed: 0,INPUT:audio,INPUT:image,OUTPUT:recording,OUTPUT:result_3d_question,OUTPUT:result_1st_question,OUTPUT:result_2nd_question,OUTPUT:result_4th_question,ASSIGNMENT:assignment_id,ASSIGNMENT:worker_id,speechkit_path,file_path,duration,new_path,new_speechkit_path,assigned_text,transcribed_text,levenstein_distance
20,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/3.png,eu.5c33987f-fc95-4a1b-866b-ad3148d8f785,Yes,No,No,No,00028edf7c--6613ec53b62087256dbd1f46,830d7918d287903ffb57d7aa3ca41d7b,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613ec53b62087256dbd1f46/eu.5c33987f-fc95-4a1b-866b-ad3148d8f785.wav,27.56,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613ec53b62087256dbd1f46/eu.5c33987f-fc95-4a1b-866b-ad3148d8f785-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,3,London is a famous and historic city it is the capital of england in the united kingdom the city is quite popular for international chorism because london is home to 1 of the oldest standing monarchies in the western area written joan recently traveled to london they were very excited for that trip because this was the 1st journey overseas from the united states,40.0
21,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/3.png,eu.86565d01-89f9-4ad6-8e4c-d1539528a2e5,Yes,Yes,Yes,No,00028edf7c--6613ec67ecfe467e31a1e7d0,1eea1c567c06eea884f385617aaa64d5,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613ec67ecfe467e31a1e7d0/eu.86565d01-89f9-4ad6-8e4c-d1539528a2e5.wav,37.32,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613ec67ecfe467e31a1e7d0/eu.86565d01-89f9-4ad6-8e4c-d1539528a2e5-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,3,London is a famous and historic city it s the capital of england and the united kingdom the city is quiet popular for international tourism because london is home to 1 of the oldest standing monarchists in the western area rita and john recently traveled to london they were very excited for their trip because this was the 1st journey overseas 1 of the united states,40.0
24,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/3.png,eu.18842d66-2f0a-4a12-9561-2409633fe13c,Yes,No,Yes,No,00028edf7c--6613ece24e5be33a301c3344,4b12826890090af4485a420d16d8f713,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613ece24e5be33a301c3344/eu.18842d66-2f0a-4a12-9561-2409633fe13c.wav,33.0,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613ece24e5be33a301c3344/eu.18842d66-2f0a-4a12-9561-2409633fe13c-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,3,London is a famous and historic city it is the capital of england in the united kingdom the city is quite popular for international tourism because london is home to 1 of the oldest standing in the nation in the western area rita and joanna sent his route to london they were very excited and they achieved because this was their 1st turning overseas from the united states,68.0
25,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/9.png,eu.21dd3fdd-67d1-4d74-9e3c-14a8ac924957,Yes,No,No,No,00028edf7c--6613eceeb62087256dbd3066,cd9d912f90ebe39ba29217e93302e726,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613eceeb62087256dbd3066/eu.21dd3fdd-67d1-4d74-9e3c-14a8ac924957.wav,24.2,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613eceeb62087256dbd3066/eu.21dd3fdd-67d1-4d74-9e3c-14a8ac924957-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5-new.mp4,9,A living apartment in my city a supposed future bookmaker on monday i go to work i ll work i suppose of his everyone shows for food are the grocery store they also it had the restaurants the restaurant itself is a ice cream my friend and i have to go to the park like to place a car at the park on friday we go to the cinema to see a movie,114.0
26,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/9.png,eu.cab20472-280e-4435-b956-6e863b33b348,Yes,No,Yes,No,00028edf7c--6613ecf14e5be33a301c3473,721fdb5e00094f19b768d99ad61cfd5e,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613ecf14e5be33a301c3473/eu.cab20472-280e-4435-b956-6e863b33b348.wav,33.536,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613ecf14e5be33a301c3473/eu.cab20472-280e-4435-b956-6e863b33b348-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5-new.mp4,9,I live in an apartment in my city there is a post office where people may letters on monday i go to work i work at the post office everyone shops for food and grocery store they also eat at the restaurant the rasseroles serve spits and ice cream my friends and i often go to the park we like to play soccer at the park on fridays we go to the cinema to see a movie,46.0
28,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/9.png,eu.fa8fefe5-b7b7-4da9-8463-c56b682c21c0,Yes,No,Yes,No,00028edf7c--6613ed01b62087256dbd322f,a0c89907926013ea41209c01285c0b68,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613ed01b62087256dbd322f/eu.fa8fefe5-b7b7-4da9-8463-c56b682c21c0.wav,33.48,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613ed01b62087256dbd322f/eu.fa8fefe5-b7b7-4da9-8463-c56b682c21c0-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5-new.mp4,9,I live in an apartment in my city there is a postal office where people meet letters on monday work i work at the postal office everyone shops for food at the grocery store they also eat other restaurants restaurants service pizza and ice cream my friends and i often go to work will act to play soccer at the barque on fridays we go to the cinema to see more,70.0
29,https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.8.mp4,https://storage.yandexcloud.net/toloka-chebotarev/8.png,eu.117d3dbd-68dc-48d0-a336-343aeba42bd0,No,No,Yes,Yes,00028edf7c--6613ed10b62087256dbd335b,28e2791f37409136290e5dfc95367036,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.8.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613ed10b62087256dbd335b/eu.117d3dbd-68dc-48d0-a336-343aeba42bd0.wav,23.04,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613ed10b62087256dbd335b/eu.117d3dbd-68dc-48d0-a336-343aeba42bd0-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.8-new.mp4,8,Also take 1 small laptop bug or hand bug that can fit under the seat in front of you if you have 2 bugs their total weight can not be more than the limit if your bug is too big or too heavy you will not be allowed to take it onto the plane stuff will put it in the hole for you and we ll have to pay extra please make sure mobile phones and other devices are fully charged so security staff can check them,40.0
30,https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.8.mp4,https://storage.yandexcloud.net/toloka-chebotarev/6.png,eu.628009f2-8819-41e3-ae6a-a5dc6d54864d,No,Yes,Yes,Yes,00028edf7c--6613ed1949336b29782cc653,179f8d3ee281963d05a741d2d79caadd,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.8.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613ed1949336b29782cc653/eu.628009f2-8819-41e3-ae6a-a5dc6d54864d.wav,44.2,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613ed1949336b29782cc653/eu.628009f2-8819-41e3-ae6a-a5dc6d54864d-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.8-new.mp4,6,Arid and yellow flag tells you to swim between the flags they show the supervised area of their beach this means that lifeguards are watching that area if there are no red and yellow flags it means there is no separation check with the liveguards and if you are unsure do not go into the water black and white chick flag shows were bored reading and surfing is not allowed,27.0
31,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/9.png,eu.46bbdc59-5237-4937-8607-6d612133e3a6,Yes,No,No,No,00028edf7c--6613ed39ecfe467e31a1ff64,44189b6d04886c6d7920a15684471605,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613ed39ecfe467e31a1ff64/eu.46bbdc59-5237-4937-8607-6d612133e3a6.wav,33.98,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613ed39ecfe467e31a1ff64/eu.46bbdc59-5237-4937-8607-6d612133e3a6-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5-new.mp4,9,I live in an apartment in my city there is a post office where people may let us on monday i go to work i work at the post office everyone shops for food at the grocery store they also eat at the restaurant the restaurant serves pizza and ice cream my friends and i often go to the park we like to play soccer at the perk on fridays we go to the cinema to see our movie,35.0
32,https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.8.mp4,https://storage.yandexcloud.net/toloka-chebotarev/3.png,eu.1eaa4a36-14e4-463f-b53c-767786f71783,No,Yes,Yes,No,00028edf7c--6613ed42b62087256dbd384e,4ffd578e94f33cbe149a890cd6585881,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.8.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613ed42b62087256dbd384e/eu.1eaa4a36-14e4-463f-b53c-767786f71783.wav,32.78,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613ed42b62087256dbd384e/eu.1eaa4a36-14e4-463f-b53c-767786f71783-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.8-new.mp4,3,Mundan is a famous and historic city it is the capital of england in the united kingdom the city is quite popular for international tourism because london is home to 1 of the oldest standing monaraches in the western area rita and john are simply travel to london they were very excited for their trip because this was the 1st journey overseas from the united states,43.0
34,https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.8.mp4,https://storage.yandexcloud.net/toloka-chebotarev/3.png,eu.660397db-fe2b-4a07-bf7f-3bcfcece7b7d,No,Yes,Yes,No,00028edf7c--6613eda7b62087256dbd4429,bd50d274211a084d09750414d4dc3f7f,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.8.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613eda7b62087256dbd4429/eu.660397db-fe2b-4a07-bf7f-3bcfcece7b7d.wav,22.761,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613eda7b62087256dbd4429/eu.660397db-fe2b-4a07-bf7f-3bcfcece7b7d-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.8-new.mp4,3,London is a famous and historic city it is the capital of england in the united kingdom the city is quite popular for international tourism because london is home to 1 of the oldest standing monarchies in western area we tie in joe and recently traveled to london they were very excited for the trip because this was the 1st journey overseas from the united states,43.0
35,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/3.png,eu.63598d64-bf12-430f-826e-c312f948c83e,Yes,Yes,Yes,No,00028edf7c--6613edd149336b29782cdbd4,fe44b4e7e7f2d3cbf69b825794919a79,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613edd149336b29782cdbd4/eu.63598d64-bf12-430f-826e-c312f948c83e.wav,41.6,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613edd149336b29782cdbd4/eu.63598d64-bf12-430f-826e-c312f948c83e-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,3,London is a famous and historical city it is a capital of england and the united kingdom the city is quit popular for international tourism because london is a home of home to 1 of the oldest standing Moonrites in western areas right and johnny Recently travelled to london they were very excited for their trip because they was the 1st journey oversee from the united states,62.0
36,https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.8.mp4,https://storage.yandexcloud.net/toloka-chebotarev/8.png,eu.1c17e857-8b86-41f2-bdf5-935a36cdb126,No,None of the above,Yes,Yes,00028edf7c--6613edddde86a150637668bc,46f5ecc5e73718db61f6b40c24dc7359,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.8.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613edddde86a150637668bc/eu.1c17e857-8b86-41f2-bdf5-935a36cdb126.wav,28.64,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613edddde86a150637668bc/eu.1c17e857-8b86-41f2-bdf5-935a36cdb126-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.8-new.mp4,8,We can also check 1 small laptop bag or handbag that can fit under the seat in front of you if you have 2 bags their total weight cannot be more than going it if a beck is too big or too heavy you will not be allowed to take it onto the point start will put it in the hold for you and you will have to pay extra please make sure mobile phones and other devices are fully charged so security staff can check them,44.0
37,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/3.png,eu.cf9a7ff9-069e-429d-a958-5d9f0afc14c8,Yes,Yes,Yes,No,00028edf7c--6613ede249336b29782cde12,e62c3e5e70ed76d4387c3564de6969b3,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613ede249336b29782cde12/eu.cf9a7ff9-069e-429d-a958-5d9f0afc14c8.wav,29.3,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613ede249336b29782cde12/eu.cf9a7ff9-069e-429d-a958-5d9f0afc14c8-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,3,London is a famous and historic city it is the capital of england in the united kingdom the city is quite popular for international toism because london is home to 1 of the oldest standing monarchies in the western area rita and johnny recently traveled to london they were very excited for their trip because this was their 1st journey overseas from the united states,29.0
39,https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.8.mp4,https://storage.yandexcloud.net/toloka-chebotarev/6.png,eu.107a82ec-3008-45eb-97fd-c74e4405fde7,No,Yes,Yes,Yes,00028edf7c--6613ee19ecfe467e31a21a46,63636b61557c79dc9e8121fd2b466472,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.8.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6613ee19ecfe467e31a21a46/eu.107a82ec-3008-45eb-97fd-c74e4405fde7.wav,31.368,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6613ee19ecfe467e31a21a46/eu.107a82ec-3008-45eb-97fd-c74e4405fde7-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.8-new.mp4,6,A red and yellow flag tells you to swim between the flags they show the supervised area of the beach this means that lifeguards are watching that area if they are blue red and yellow flags it means there is no supervision check with the lifeguards and if you re unsure don t go into the water black and white check flats shows where boat riding and surfing is not allowed,24.0
