INPUT:audio	INPUT:image	OUTPUT:recording	OUTPUT:result_3d_question	OUTPUT:result_1st_question	OUTPUT:result_2nd_question	OUTPUT:result_4th_question	GOLDEN:result_3d_question	GOLDEN:result_1st_question	GOLDEN:result_2nd_question	GOLDEN:result_4th_question	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/4.png	eu.73cb81f1-0359-4a8f-b57f-efe8ddfe5da7	No	Yes	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616d968af58cc7231343119	00028ee7dd--6616d8bc2e7a54777a1516bf	00028ee7dd--6616d968af58cc7231343119	2e0e490c2792a2ea96b64c23eba554f9	APPROVED	2024-04-10T18:24:40.235	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/5.png	eu.1113986a-7682-4634-b1cd-159d83f3883b	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616d96caf58cc7231343174	00028ee7dd--6616d8bc2e7a54777a1516cb	00028ee7dd--6616d96caf58cc7231343174	e8edcc088d3700c2b2265d71358b60fd	APPROVED	2024-04-10T18:24:44.980	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/4.png	eu.c2faa408-3cbd-4091-b860-0fd4ae3011af	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616d96faf58cc72313431bc	00028ee7dd--6616d8bc2e7a54777a1516bf	00028ee7dd--6616d96faf58cc72313431bc	fedfc6dbe8b8e0445e79875159569950	APPROVED	2024-04-10T18:24:47.520	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/9.png	eu.5aa9f1db-3e96-4fcc-a460-01f7752a948e	No	Yes	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616d9875dc2d66ef7f715eb	00028ee7dd--6616d8bc2e7a54777a151703	00028ee7dd--6616d9875dc2d66ef7f715eb	b87632b081948dca139145314c6d2ae3	APPROVED	2024-04-10T18:25:11.157	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/5.png	eu.b5e0a66c-d4bd-4e02-8a44-8c230318d6ee	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616d9a05dc2d66ef7f71847	00028ee7dd--6616d8bc2e7a54777a1516cb	00028ee7dd--6616d9a05dc2d66ef7f71847	8b3d289e1fb355aaa23c86f4ecbf0cf0	APPROVED	2024-04-10T18:25:36.547	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/2.png	eu.5b1a1171-3ed0-4aa9-b994-8ddcb8401cab	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616d9a4af58cc72313437f0	00028ee7dd--6616d8bc2e7a54777a1516a7	00028ee7dd--6616d9a4af58cc72313437f0	15bbaad0a376db0de316f51b777b82d2	APPROVED	2024-04-10T18:25:40.913	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/4.png	eu.0b1ef3e2-0c1f-4098-8149-4f4782bb1836	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616d9bc2a047670ca440232	00028ee7dd--6616d8bc2e7a54777a1516bf	00028ee7dd--6616d9bc2a047670ca440232	f7d349f46059be02ce913d6df49ec118	APPROVED	2024-04-10T18:26:04.419	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/5.png	eu.27a6c541-6f9c-4a6b-9db8-c4d81599eb25	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616d9c26126ab24c6194128	00028ee7dd--6616d8bc2e7a54777a1516cb	00028ee7dd--6616d9c26126ab24c6194128	8f3444435ce6e91aa2214af5683a1bda	APPROVED	2024-04-10T18:26:10.681	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/5.png	eu.014a3d33-c5f3-43e7-a40d-a6cc73a4891c	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616d9ccaf58cc7231343c2f	00028ee7dd--6616d8bc2e7a54777a1516cb	00028ee7dd--6616d9ccaf58cc7231343c2f	916d12dc9a86ed9ac7ca6682e15e7388	APPROVED	2024-04-10T18:26:20.145	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/5.png	eu.d7b85b0d-b1a0-4b75-aa24-86bdb2afd89c	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616d9d2af58cc7231343ce8	00028ee7dd--6616d8bc2e7a54777a1516cb	00028ee7dd--6616d9d2af58cc7231343ce8	6907892667115fab9f739541fd6171d2	APPROVED	2024-04-10T18:26:26.369	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/4.png	eu.d38e11ba-f8e1-4ece-a100-bc17edc9c318	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616d9f06126ab24c6194609	00028ee7dd--6616d8bc2e7a54777a1516bf	00028ee7dd--6616d9f06126ab24c6194609	54e79595ceedbd41baae1afb43462981	APPROVED	2024-04-10T18:26:56.448	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/9.png	eu.c05210c2-28a7-4855-ab8b-ba9b291e1af0	Yes	No	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616da45af58cc723134487d	00028ee7dd--6616d8bc2e7a54777a151703	00028ee7dd--6616da45af58cc723134487d	68b1fea75e636f915c8b503bed79901f	APPROVED	2024-04-10T18:28:21.066	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextR_1.0.wav	https://storage.yandexcloud.net/toloka-chebotarev/1.png	eu.0d607a88-9e57-4a5b-af9c-d665211d44fd	No	No	No	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616da475dc2d66ef7f72827	00028ee7dd--6616d8bc2e7a54777a1516a1	00028ee7dd--6616da475dc2d66ef7f72827	c8761ad92a5abc00271ba557a1eb63dc	APPROVED	2024-04-10T18:28:23.750	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.8.mp4	https://storage.yandexcloud.net/toloka-chebotarev/6.png	eu.20d2a254-a15a-4c67-bbb1-f8f2f82e481b	No	Yes	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616da696126ab24c619513e	00028ee7dd--6616d8bc2e7a54777a1516d9	00028ee7dd--6616da696126ab24c619513e	22a355dfd25cec373fa6b6d0fb655439	APPROVED	2024-04-10T18:28:57.862	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/9.png	eu.bc489c7d-5310-492e-aec5-78355817fb62	Yes	Yes	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616da6caf58cc7231344c58	00028ee7dd--6616d8bc2e7a54777a151703	00028ee7dd--6616da6caf58cc7231344c58	4a93873f58a61936c04cad329bc83fe2	APPROVED	2024-04-10T18:29:00.736	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/4.png	eu.fa737235-0973-44f5-a56f-1d2300a0f5e6	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616da7b5dc2d66ef7f72ce0	00028ee7dd--6616d8bc2e7a54777a1516bf	00028ee7dd--6616da7b5dc2d66ef7f72ce0	6b51d7a9f39e22849c1e67c95dce0ab2	APPROVED	2024-04-10T18:29:15.901	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/4.png	eu.0cffca9e-201d-434a-814c-1499e53f0078	No	No	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616daaeaf58cc7231345272	00028ee7dd--6616d8bc2e7a54777a1516bf	00028ee7dd--6616daaeaf58cc7231345272	cd9d912f90ebe39ba29217e93302e726	APPROVED	2024-04-10T18:30:06.533	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextR_1.0.wav	https://storage.yandexcloud.net/toloka-chebotarev/1.png	eu.15e6c02a-ba58-4120-a4a6-bd6c80e781f9	No	No	No	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dabf5dc2d66ef7f731f2	00028ee7dd--6616d8bc2e7a54777a1516a1	00028ee7dd--6616dabf5dc2d66ef7f731f2	493aa5cc019f2fcefcb19110e831ee89	APPROVED	2024-04-10T18:30:23.497	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/2.png	eu.cf0edc21-f874-42b4-8b15-e8d102019d76	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dadb6126ab24c6195b2f	00028ee7dd--6616d8bc2e7a54777a1516a7	00028ee7dd--6616dadb6126ab24c6195b2f	7e33737d25f43c863e8e10c0ebff2737	APPROVED	2024-04-10T18:30:51.065	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/4.png	eu.c5f6dcec-51e9-4572-afa3-74bf667450dd	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dae48447ea18228f3642	00028ee7dd--6616d8bc2e7a54777a1516bf	00028ee7dd--6616dae48447ea18228f3642	f91d95a62d1c07da5f4ddae20e7e6b14	APPROVED	2024-04-10T18:31:00.347	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/2.png	eu.4f68481d-629b-4421-94ef-bd5db0d248b8	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616db198447ea18228f3a99	00028ee7dd--6616d8bc2e7a54777a1516a7	00028ee7dd--6616db198447ea18228f3a99	ead7a98dd7812c3d9532afefef00f9f6	APPROVED	2024-04-10T18:31:53.191	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/4.png	eu.eadeb54d-6db8-4d07-aebf-be38fcfee4d8	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616db2b6126ab24c619627f	00028ee7dd--6616d8bc2e7a54777a1516bf	00028ee7dd--6616db2b6126ab24c619627f	8c904aa94487a914677a685d28356c09	APPROVED	2024-04-10T18:32:11.132	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/2.png	eu.a2d746ea-72b2-4422-8d70-4cd88ed2041a	No	Yes	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616db4daf58cc723134602c	00028ee7dd--6616d8bc2e7a54777a1516a7	00028ee7dd--6616db4daf58cc723134602c	d3659adf94cc79eb198eac6d53614d1e	APPROVED	2024-04-10T18:32:45.275	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/2.png	eu.0e506c1c-5020-4037-bec2-782810023767	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616db5b6126ab24c61966ba	00028ee7dd--6616d8bc2e7a54777a1516a7	00028ee7dd--6616db5b6126ab24c61966ba	e7f3f9ee4b5b12e4ff95a480df3438cc	APPROVED	2024-04-10T18:32:59.230	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/2.png	eu.ede1f643-c1fd-4bde-adc5-b163d22706b0	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616db61af58cc72313461ff	00028ee7dd--6616d8bc2e7a54777a1516a7	00028ee7dd--6616db61af58cc72313461ff	29d28df3046dcab6ae2b550018fcae04	APPROVED	2024-04-10T18:33:05.845	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.8.mp4	https://storage.yandexcloud.net/toloka-chebotarev/6.png	eu.fac1fcb0-91b2-4ebe-9f75-99cc57e1121b	No	Yes	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616db718447ea18228f427e	00028ee7dd--6616d8bc2e7a54777a1516d9	00028ee7dd--6616db718447ea18228f427e	179f8d3ee281963d05a741d2d79caadd	APPROVED	2024-04-10T18:33:21.899	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.8.mp4	https://storage.yandexcloud.net/toloka-chebotarev/6.png	eu.ba75a36d-ed01-4dc8-adc0-04e54cdd3d8b	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616db7a5dc2d66ef7f74208	00028ee7dd--6616d8bc2e7a54777a1516d9	00028ee7dd--6616db7a5dc2d66ef7f74208	992ff22d649947b497bc4948e5b2e7e8	APPROVED	2024-04-10T18:33:30.632	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/7.png	eu.8c09300f-b828-4bf8-9a27-cb019a737679	Yes	None of the above	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616db988447ea18228f45db	00028ee7dd--6616d8bc2e7a54777a1516ed	00028ee7dd--6616db988447ea18228f45db	59f97270fb0f732c405118a56471e601	APPROVED	2024-04-10T18:34:00.340	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextR_1.0.wav	https://storage.yandexcloud.net/toloka-chebotarev/1.png	eu.a85f4b3e-3beb-455c-920c-80034cb023bc	No	No	No	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dbb9af58cc7231346a8e	00028ee7dd--6616d8bc2e7a54777a1516a1	00028ee7dd--6616dbb9af58cc7231346a8e	eb6742ca98bd81cfc6175c579205517f	APPROVED	2024-04-10T18:34:33.237	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/2.png	eu.44a9aeaa-8b87-4b20-9c84-b6c4e1f68e90	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dbbf2a047670ca443a58	00028ee7dd--6616d8bc2e7a54777a1516a7	00028ee7dd--6616dbbf2a047670ca443a58	4b12826890090af4485a420d16d8f713	APPROVED	2024-04-10T18:34:39.126	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextR_1.0.wav	https://storage.yandexcloud.net/toloka-chebotarev/1.png	eu.2ca6413f-47d7-4725-9f7c-46a9aff424a1	No	No	No	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dbd46126ab24c6197150	00028ee7dd--6616d8bc2e7a54777a1516a1	00028ee7dd--6616dbd46126ab24c6197150	9c6b2a2fbc8543a0348338ab261cb39f	APPROVED	2024-04-10T18:35:00.753	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.8.mp4	https://storage.yandexcloud.net/toloka-chebotarev/6.png	eu.90a67a8c-5867-4c88-b2b1-3118a35e654e	No	Yes	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dbdd2a047670ca443e5b	00028ee7dd--6616d8bc2e7a54777a1516d9	00028ee7dd--6616dbdd2a047670ca443e5b	f1534789df7ca74dd87b8a979d705576	APPROVED	2024-04-10T18:35:09.827	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/2.png	eu.b4b15f35-519c-4cfd-af20-2a7c4642005f	No	No	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dc045dc2d66ef7f74fc7	00028ee7dd--6616d8bc2e7a54777a1516a7	00028ee7dd--6616dc045dc2d66ef7f74fc7	2216127e5583052a90829aff9b159495	APPROVED	2024-04-10T18:35:48.557	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/2.png	eu.a1361a0a-c143-43d3-a96e-3865365225ad	No	Yes	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dc1faf58cc7231347558	00028ee7dd--6616d8bc2e7a54777a1516a7	00028ee7dd--6616dc1faf58cc7231347558	8ae6295624e5d23e2cdbf3d2f8c2efb9	APPROVED	2024-04-10T18:36:15.778	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/2.png	eu.ea85b77d-2485-4c4a-af65-6d0c79307751	No	None of the above	Yes	Yes							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dc446126ab24c6197c16	00028ee7dd--6616d8bc2e7a54777a1516a7	00028ee7dd--6616dc446126ab24c6197c16	d1f628ba9b96a827e598cd4813df68f1	APPROVED	2024-04-10T18:36:52.989	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/6.png	eu.509d25c6-01ff-4b99-9266-1524fe35246b	No	Yes	No	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dc62af58cc723134848e	00028ee7dd--6616d8bc2e7a54777a1516df	00028ee7dd--6616dc62af58cc723134848e	ca49fdad06109af1c922e200925df1fd	APPROVED	2024-04-10T18:37:22.505	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.8.mp4	https://storage.yandexcloud.net/toloka-chebotarev/6.png	eu.5e73a55d-506d-4ebf-8ad6-af65aacdbbd6	No	Yes	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dc6aaf58cc7231348552	00028ee7dd--6616d8bc2e7a54777a1516d9	00028ee7dd--6616dc6aaf58cc7231348552	353391e2eebf15908ef708ab869dec62	APPROVED	2024-04-10T18:37:30.614	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/9.png	eu.e2f56e1e-9831-4a2f-929e-e956ef57bc78	No	Yes	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dc716126ab24c619802b	00028ee7dd--6616d8bc2e7a54777a151703	00028ee7dd--6616dc716126ab24c619802b	0b5aab66d064e890c18f1018d6d73057	APPROVED	2024-04-10T18:37:37.642	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextR_1.0.wav	https://storage.yandexcloud.net/toloka-chebotarev/1.png	eu.6178b3c6-2b4f-4efb-82de-eb25b57559ae	No	No	No	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dc846126ab24c61981f9	00028ee7dd--6616d8bc2e7a54777a1516a1	00028ee7dd--6616dc846126ab24c61981f9	2b97303bb6dc587988016e130c71bbb5	APPROVED	2024-04-10T18:37:56.959	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextR_1.0.wav	https://storage.yandexcloud.net/toloka-chebotarev/1.png	eu.a0185cfb-cfc5-4d9a-8cb5-e7dcb192584b	No	No	No	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dc896126ab24c619824c	00028ee7dd--6616d8bc2e7a54777a1516a1	00028ee7dd--6616dc896126ab24c619824c	d8193b5ec90970822543a133cc209416	APPROVED	2024-04-10T18:38:01.970	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/6.png	eu.2f85457c-8349-4ed6-b4e8-f9581bd88f9a	Yes	Yes	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dc90af58cc7231348841	00028ee7dd--6616d8bc2e7a54777a1516df	00028ee7dd--6616dc90af58cc7231348841	6fdb446b08e753b316e2ac836d2e2447	APPROVED	2024-04-10T18:38:08.119	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/6.png	eu.8f14a805-89d5-46ee-9a8d-bedc85bb2e21	Yes	No	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dcac5dc2d66ef7f75e76	00028ee7dd--6616d8bc2e7a54777a1516df	00028ee7dd--6616dcac5dc2d66ef7f75e76	ef45be8e6c4c9a25df4e19f48a628d03	APPROVED	2024-04-10T18:38:36.442	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/9.png	eu.9707d895-7d32-4022-ab5b-aca5a2be9f63	No	No	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dd215dc2d66ef7f76835	00028ee7dd--6616d8bc2e7a54777a151703	00028ee7dd--6616dd215dc2d66ef7f76835	efcca1b9c71df5e1b2d0d0f7547b5829	APPROVED	2024-04-10T18:40:33.424	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.8.mp4	https://storage.yandexcloud.net/toloka-chebotarev/6.png	eu.ba3bf929-652c-4cc9-b88c-e1948118c232	No	Yes	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dd385dc2d66ef7f769fe	00028ee7dd--6616d8bc2e7a54777a1516d9	00028ee7dd--6616dd385dc2d66ef7f769fe	c7018d979a12e76f31dcd2d19aaccd1d	APPROVED	2024-04-10T18:40:56.910	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/6.png	eu.75540e04-e6ae-45b3-8543-d9e1ea25185b	Yes	No	Yes	No							https://platform.toloka.ai/task/42919901/00028ee7dd--6616dd4a5dc2d66ef7f76b0a	00028ee7dd--6616d8bc2e7a54777a1516df	00028ee7dd--6616dd4a5dc2d66ef7f76b0a	a5f637f0380aa6941485d1bda61a6586	APPROVED	2024-04-10T18:41:14.056	+	
